bank_key,sent_count,received_count,total_participations,laundering_participations
65706,22481,15915,38396,48
74225,21202,17153,38355,99
115190,22466,15841,38307,64
81241,22131,16129,38260,48
99089,23394,14695,38089,54
40423,22552,15529,38081,57
62331,22745,15334,38079,80
81280,21592,16485,38077,56
16638,23293,14777,38070,40
99576,22643,15267,37910,85
71452,21647,16132,37779,53
116697,21871,15841,37712,53
97110,24395,13288,37683,15
20040,21470,16086,37556,70
58448,21921,15397,37318,34
41332,22810,14416,37226,23
82394,21629,15546,37175,57
25097,22307,14844,37151,60
74468,21715,15361,37076,92
85571,20346,16582,36928,68
55804,21514,15407,36921,42
31433,20969,15821,36790,64
79482,21024,15642,36666,57
2996,21503,15159,36662,82
36605,21065,15499,36564,40
120692,21715,14773,36488,87
64200,21585,14894,36479,44
8404,20919,15438,36357,48
12172,20950,15397,36347,67
55493,19919,16311,36230,70
36572,21198,14906,36104,39
79504,21005,15007,36012,44
4177,21500,14510,36010,49
112592,19759,16240,35999,16
6742,20342,15494,35836,43
87957,21599,14142,35741,34
94194,20522,15215,35737,54
76690,20577,15120,35697,15
73812,20871,14821,35692,35
2934,19555,16121,35676,6
97333,19436,16140,35576,58
82949,19599,15787,35386,72
55838,21482,13901,35383,40
111641,19241,16070,35311,31
65383,19806,15413,35219,42
74454,20274,14819,35093,43
94751,20836,14246,35082,54
35232,20450,14543,34993,23
97845,20122,14859,34981,52
18580,18923,16058,34981,43
97543,20403,14570,34973,27
95586,21663,13249,34912,11
23930,20816,14086,34902,3
101975,20381,14519,34900,111
112037,20704,14168,34872,8
84168,19893,14977,34870,51
39982,18780,16085,34865,44
17365,19835,14978,34813,37
48575,18847,15961,34808,40
108177,19103,15694,34797,45
74988,20462,14300,34762,57
109688,20526,14181,34707,36
81792,19363,15298,34661,108
111128,19433,15128,34561,43
80090,21427,13125,34552,11
64473,20239,14263,34502,64
11088,19653,14849,34502,40
28462,19508,14926,34434,31
76049,18276,16146,34422,42
6912,19463,14949,34412,79
108907,19035,15366,34401,52
55705,19032,15314,34346,24
85240,19388,14949,34337,39
7517,19680,14610,34290,97
116103,19148,15135,34283,72
62425,19455,14808,34263,28
118538,19819,14385,34204,38
105337,19537,14654,34191,36
64580,18955,15212,34167,107
77476,18159,15936,34095,50
117639,19418,14574,33992,70
57396,18802,15129,33931,60
28831,20122,13795,33917,9
24031,19815,14065,33880,41
52982,19669,14183,33852,33
24316,19390,14435,33825,46
32260,19387,14435,33822,70
69007,20744,12996,33740,10
64746,19928,13769,33697,58
37217,20198,13445,33643,55
41305,19311,14259,33570,53
107764,19283,14261,33544,35
52027,18116,15419,33535,15
49482,21666,11842,33508,9
29872,21036,12439,33475,14
50455,18487,14969,33456,27
37762,19779,13673,33452,48
24759,18853,14508,33361,38
60003,19039,14216,33255,80
5735,18670,14572,33242,51
81724,18719,14491,33210,4
46799,18523,14527,33050,35
2547,18765,14242,33007,70
70670,18523,14477,33000,33
98144,18131,14736,32867,41
72764,18450,14373,32823,32
64522,18370,14386,32756,29
96608,19447,13299,32746,39
83739,18191,14552,32743,39
7065,18071,14654,32725,44
72108,18884,13813,32697,6
68461,18057,14635,32692,11
119099,19647,12871,32518,112
89017,18912,13605,32517,30
85949,17420,14981,32401,26
21784,18699,13662,32361,41
35344,19529,12827,32356,11
10918,17711,14626,32337,45
40952,17681,14542,32223,72
80440,17369,14853,32222,33
42751,18326,13836,32162,53
29318,18690,13333,32023,36
27823,17752,14191,31943,50
84925,18314,13617,31931,8
46813,18966,12956,31922,10
28760,18284,13633,31917,18
26919,18028,13881,31909,55
80188,17706,14178,31884,47
64947,17946,13924,31870,44
61976,17006,14864,31870,43
3236,17487,14153,31640,52
19067,16747,14747,31494,33
121086,16990,14377,31367,50
48873,18504,12783,31287,28
15372,17185,14094,31279,33
88328,17700,13573,31273,36
56209,17675,13514,31189,9
96875,16891,14277,31168,24
71165,16709,14440,31149,41
36747,16470,14618,31088,46
100943,16946,14127,31073,41
17635,17980,13072,31052,13
89856,16330,14698,31028,54
58849,16982,14043,31025,36
8290,17069,13900,30969,31
29602,18099,12850,30949,9
98941,17591,13349,30940,27
118304,17578,13358,30936,52
116285,17113,13801,30914,37
90549,19046,11862,30908,8
37379,16388,14489,30877,37
4275,16796,14081,30877,9
121675,18841,11944,30785,21
102664,17370,13401,30771,47
12822,16698,14051,30749,70
55624,16647,13994,30641,46
67622,16990,13611,30601,35
34181,17183,13401,30584,69
96206,16898,13623,30521,37
51626,16171,14330,30501,59
97420,17157,13322,30479,12
25701,16649,13677,30326,31
109141,16919,13406,30325,67
46277,18352,11894,30246,4
57176,15694,14516,30210,30
60506,16037,14094,30131,50
98739,17189,12878,30067,34
98854,15519,14517,30036,42
87597,16747,13253,30000,139
107664,16851,13087,29938,30
100601,16863,13042,29905,45
3100,16154,13725,29879,52
28669,16287,13586,29873,39
54352,16298,13551,29849,36
30442,16649,13189,29838,35
117113,16000,13813,29813,82
35338,16900,12909,29809,29
108711,16264,13517,29781,46
60924,16393,13315,29708,21
112120,15141,14489,29630,8
16413,15225,14370,29595,39
114632,16489,13106,29595,28
76001,15753,13776,29529,40
32677,16417,13106,29523,87
89638,15875,13599,29474,9
13991,15380,14069,29449,41
88192,16613,12836,29449,6
10451,16289,13074,29363,82
34541,15812,13406,29218,53
78804,16253,12959,29212,12
121716,16169,13005,29174,284
63479,15389,13725,29114,67
51314,16795,12289,29084,74
118479,16679,12380,29059,4
50630,15801,13254,29055,36
67525,16059,12919,28978,12
23860,16158,12691,28849,8
27905,15653,13177,28830,35
88954,14850,13932,28782,71
3345,16358,12376,28734,9
97335,16278,12373,28651,41
74509,15119,13499,28618,33
78645,15381,13219,28600,61
46578,16196,12353,28549,70
56107,15770,12755,28525,26
23504,15860,12648,28508,22
98384,15750,12739,28489,40
111881,15983,12479,28462,34
29309,15292,13142,28434,14
79494,14992,13441,28433,7
97389,14596,13833,28429,27
28590,15460,12940,28400,39
53716,15568,12804,28372,34
11994,15052,13278,28330,26
54096,15187,13107,28294,40
68548,14305,13982,28287,10
18922,14569,13644,28213,27
100292,16098,12042,28140,26
31413,14624,13397,28021,42
107114,16050,11962,28012,7
63962,15600,12389,27989,5
94787,15741,12247,27988,27
5325,15235,12699,27934,29
106169,15569,12343,27912,37
7924,14453,13447,27900,21
111076,14832,13038,27870,47
93965,14937,12871,27808,33
22957,15305,12465,27770,14
30821,14635,13130,27765,35
114555,15340,12405,27745,43
39809,15033,12660,27693,12
107430,13578,14093,27671,24
89714,15057,12562,27619,51
121711,13907,13693,27600,35
89761,14118,13426,27544,33
22817,15253,12267,27520,9
108539,14408,13059,27467,70
47147,15011,12443,27454,26
52341,13949,13428,27377,3
82630,13672,13695,27367,71
119700,14257,13049,27306,21
115319,15480,11746,27226,54
85101,14622,12574,27196,30
57820,14975,12195,27170,34
46607,13737,13423,27160,35
117680,14803,12349,27152,27
89809,14988,12148,27136,41
16272,15370,11740,27110,25
119160,14581,12511,27092,11
5236,14582,12494,27076,24
107970,14359,12678,27037,25
57337,13288,13688,26976,51
105710,13695,13247,26942,12
110649,13864,13075,26939,17
116441,13861,13071,26932,28
35542,14890,12036,26926,30
92261,13876,13047,26923,7
65544,14332,12579,26911,28
72886,14584,12317,26901,8
75900,14324,12562,26886,43
27147,13504,13370,26874,27
2958,15095,11730,26825,30
13290,14810,11949,26759,31
26319,15180,11567,26747,15
75134,14364,12315,26679,36
51558,14137,12504,26641,24
111307,14992,11608,26600,34
54779,14978,11521,26499,46
78961,14126,12328,26454,29
90833,13898,12554,26452,60
64683,14761,11676,26437,18
49929,13779,12641,26420,29
4652,13672,12728,26400,46
7991,13430,12964,26394,27
91721,13817,12507,26324,11
9085,14117,12194,26311,57
41491,13431,12872,26303,21
13143,13434,12828,26262,10
8986,12925,13287,26212,30
98564,13134,13040,26174,25
19845,14313,11855,26168,34
79404,14814,11320,26134,8
86584,13728,12306,26034,40
9999,13615,12399,26014,15
52908,13785,12216,26001,34
16872,13498,12481,25979,24
77966,14062,11914,25976,69
16707,13265,12693,25958,48
113267,14023,11870,25893,38
121985,13452,12371,25823,4
69726,13670,12104,25774,46
105120,13637,12128,25765,32
4590,13733,11970,25703,37
93284,13760,11905,25665,36
94609,14055,11604,25659,64
107726,13801,11850,25651,40
85015,13863,11761,25624,35
51914,13436,12159,25595,47
41018,12927,12648,25575,18
49146,12971,12575,25546,34
19705,13876,11665,25541,5
66919,13537,11995,25532,11
3873,13149,12342,25491,29
102489,13165,12176,25341,41
22945,13075,12262,25337,40
55374,13913,11401,25314,10
227,13199,12096,25295,32
46307,12578,12657,25235,20
50167,13591,11639,25230,19
64155,13321,11867,25188,10
18181,13132,12011,25143,38
47399,14341,10798,25139,5
10132,12987,12133,25120,18
42437,12964,12143,25107,58
116464,12812,12287,25099,36
119396,13492,11605,25097,42
72665,13024,12027,25051,21
45158,13515,11531,25046,36
88042,13008,12034,25042,21
94000,13507,11529,25036,40
99418,12889,12142,25031,6
93451,13058,11938,24996,17
78544,14172,10791,24963,42
95199,12331,12594,24925,20
95554,14220,10702,24922,5
120857,14450,10459,24909,6
64781,12920,11976,24896,29
50903,13222,11671,24893,16
112695,12761,12118,24879,20
35492,12770,12033,24803,18
44238,13161,11592,24753,38
92162,13121,11584,24705,27
4326,12914,11780,24694,23
63481,13148,11514,24662,44
67375,13077,11571,24648,19
116098,13274,11258,24532,8
100643,12811,11711,24522,22
119863,12268,12245,24513,23
62528,12055,12445,24500,22
86341,12548,11948,24496,47
76681,13380,11085,24465,6
80710,12111,12340,24451,59
83271,12491,11954,24445,31
28193,13211,11221,24432,5
57632,13073,11350,24423,19
57792,12062,12324,24386,32
54886,12012,12314,24326,8
87951,12812,11496,24308,34
50572,12775,11520,24295,22
40694,12239,12053,24292,69
89270,12673,11616,24289,32
93539,12487,11798,24285,63
103282,12958,11268,24226,23
40782,13080,11141,24221,52
76782,12461,11743,24204,52
14309,12039,12162,24201,26
74047,12373,11781,24154,33
107367,12120,12013,24133,67
88387,12755,11364,24119,52
92695,12524,11584,24108,42
8692,12571,11531,24102,6
114953,12099,11993,24092,18
31290,12620,11460,24080,50
102195,12578,11487,24065,33
60773,12265,11779,24044,28
18990,12718,11322,24040,58
66749,12610,11414,24024,28
112400,11627,12353,23980,39
94177,13159,10796,23955,15
20270,12248,11619,23867,30
44943,12050,11784,23834,22
82273,11594,12188,23782,32
59647,12282,11492,23774,22
20329,13128,10635,23763,7
103661,12397,11357,23754,21
38291,12766,10988,23754,10
110246,12537,11188,23725,29
90391,12364,11341,23705,33
23748,12454,11215,23669,38
29980,12426,11210,23636,3
96769,11965,11629,23594,27
46191,12819,10765,23584,7
41099,12420,11156,23576,35
92054,12391,11185,23576,25
16139,13109,10439,23548,10
85427,11440,12057,23497,19
61047,11961,11531,23492,42
77104,11849,11582,23431,17
12712,12590,10812,23402,31
21268,12021,11344,23365,5
61181,11842,11404,23246,8
56714,12892,10347,23239,12
103704,11910,11324,23234,6
100231,12456,10771,23227,37
53803,12037,11140,23177,42
66810,12258,10883,23141,30
66933,11733,11353,23086,15
56730,11691,11385,23076,26
80518,12673,10393,23066,8
99762,11216,11849,23065,35
94566,11882,11155,23037,18
74456,12214,10795,23009,15
25682,12730,10233,22963,6
52434,12280,10678,22958,96
78897,10572,12363,22935,26
15858,11397,11532,22929,24
114823,11622,11291,22913,23
104262,11422,11477,22899,20
100711,10958,11931,22889,22
30708,11997,10871,22868,22
88164,11438,11402,22840,40
66435,11478,11328,22806,23
19703,11609,11175,22784,29
105157,11539,11243,22782,26
34045,12058,10704,22762,43
91319,10612,12143,22755,25
105448,12416,10326,22742,9
56705,10910,11781,22691,7
90157,11800,10884,22684,53
29105,10571,12107,22678,22
50678,10939,11734,22673,18
73129,10580,12065,22645,16
73952,11158,11445,22603,57
12607,11654,10910,22564,20
17691,10877,11683,22560,27
104664,11494,11060,22554,28
25265,10644,11902,22546,29
40794,11388,11145,22533,43
67039,12251,10279,22530,7
93220,11695,10824,22519,23
37165,10774,11724,22498,24
95532,10715,11753,22468,9
35701,11930,10537,22467,13
25851,11751,10701,22452,22
14494,11357,11092,22449,25
41124,10726,11709,22435,16
86137,11028,11307,22335,16
28145,10973,11340,22313,4
37601,11410,10893,22303,32
23154,11012,11278,22290,21
87738,10815,11468,22283,27
91173,11218,11013,22231,46
77058,11951,10273,22224,7
56759,10933,11231,22164,7
15174,11391,10717,22108,23
59451,11304,10787,22091,35
120496,11036,11046,22082,26
90953,11561,10480,22041,27
5180,11454,10582,22036,5
93695,10870,11149,22019,36
66143,10605,11376,21981,25
62036,11474,10481,21955,20
45854,11068,10876,21944,21
19967,11071,10769,21840,28
113382,12025,9798,21823,8
16778,10550,11246,21796,28
27473,11069,10657,21726,24
97620,10710,11007,21717,27
37386,10351,11341,21692,19
86501,10893,10728,21621,53
16458,10937,10678,21615,16
39449,11821,9766,21587,13
34816,11007,10575,21582,17
21059,11478,10102,21580,22
27401,10249,11328,21577,6
122074,10216,11332,21548,22
40839,11552,9982,21534,35
110393,11161,10369,21530,31
110204,10609,10912,21521,27
50712,10566,10938,21504,7
69447,10804,10672,21476,18
52696,11359,10112,21471,33
69414,10034,11420,21454,81
24729,10820,10631,21451,29
115223,10247,11204,21451,7
6179,10500,10902,21402,8
51652,10355,11032,21387,26
34310,10634,10747,21381,12
16898,10106,11232,21338,29
107403,10824,10514,21338,9
71269,10652,10670,21322,18
42348,10742,10557,21299,45
4849,10398,10867,21265,11
66296,10443,10745,21188,23
119917,10433,10752,21185,39
78725,11186,9994,21180,29
87962,10603,10543,21146,45
68117,10445,10699,21144,53
7155,9930,11069,20999,18
46203,10278,10718,20996,10
78843,10443,10542,20985,7
41199,11339,9641,20980,6
19231,9965,11009,20974,40
45903,10122,10852,20974,21
17783,9198,11734,20932,25
20399,10283,10619,20902,25
95927,10070,10826,20896,12
89089,9896,10990,20886,25
61615,10925,9945,20870,16
87835,11052,9801,20853,17
92646,10400,10445,20845,21
1334,10216,10619,20835,17
50913,10134,10668,20802,19
110277,10433,10308,20741,12
32687,10936,9804,20740,6
65743,10172,10509,20681,4
61676,10130,10543,20673,27
34372,9727,10939,20666,30
88966,10038,10620,20658,26
17933,9996,10621,20617,4
37226,9992,10623,20615,13
29317,9955,10647,20602,25
43234,9654,10918,20572,24
55279,9797,10718,20515,15
22186,10359,10150,20509,57
93841,10390,10076,20466,28
78145,10397,10058,20455,16
76933,9906,10546,20452,4
91196,10756,9681,20437,35
50250,10386,10046,20432,9
68135,10115,10305,20420,22
20253,10611,9796,20407,27
102026,9907,10500,20407,23
98396,9279,11110,20389,32
106947,9578,10809,20387,40
75673,10011,10374,20385,14
72387,10331,10048,20379,45
42761,9927,10443,20370,2
56183,10806,9559,20365,11
41204,9904,10453,20357,50
47261,10603,9736,20339,37
52147,10210,10128,20338,27
7428,11191,9140,20331,33
6212,10179,10098,20277,39
51489,9708,10563,20271,28
36044,9726,10535,20261,7
31491,9661,10577,20238,32
71765,10237,9979,20216,7
63443,9686,10513,20199,25
14240,10945,9240,20185,7
47023,9896,10284,20180,45
13025,9800,10359,20159,31
97142,9521,10632,20153,25
39447,11299,8841,20140,6
103153,9964,10163,20127,13
45043,10035,10066,20101,11
83676,9446,10608,20054,36
94832,9728,10320,20048,20
120937,10027,9982,20009,2
107087,9981,9988,19969,21
111682,9071,10895,19966,24
20175,9310,10654,19964,17
109032,9478,10473,19951,38
64402,9741,10185,19926,39
11866,9173,10753,19926,13
82597,9658,10207,19865,26
1987,10170,9690,19860,20
21163,10031,9819,19850,23
58946,9965,9885,19850,8
60534,10168,9670,19838,9
122151,10097,9733,19830,18
47216,9511,10304,19815,33
78357,9112,10687,19799,2
16463,9207,10585,19792,13
87308,10440,9324,19764,20
13412,9559,10177,19736,34
6372,9340,10386,19726,35
97510,9335,10373,19708,27
10135,9111,10573,19684,58
33748,9204,10465,19669,27
34407,8965,10703,19668,32
50821,9617,10039,19656,25
17392,9972,9637,19609,16
117067,9897,9703,19600,12
111618,9083,10496,19579,40
70927,9447,10132,19579,8
40949,9497,10066,19563,20
92769,9286,10273,19559,40
76452,9879,9680,19559,14
43387,9165,10389,19554,10
48165,8686,10842,19528,6
91211,9153,10358,19511,9
100376,9125,10381,19506,16
10364,9197,10308,19505,14
49797,9065,10396,19461,4
38642,9133,10312,19445,19
33162,9590,9852,19442,30
30930,8696,10740,19436,10
45198,9509,9926,19435,10
80142,10293,9133,19426,42
31598,9108,10315,19423,12
64619,10822,8598,19420,3
95466,8928,10439,19367,7
108433,10027,9309,19336,8
120494,9083,10246,19329,24
17942,9488,9824,19312,15
24625,9838,9474,19312,12
98670,9823,9478,19301,53
45160,9473,9826,19299,18
112941,9608,9679,19287,37
86324,8886,10397,19283,11
93463,9756,9522,19278,32
79728,8943,10332,19275,15
75782,9740,9504,19244,33
6128,9054,10161,19215,20
34116,10090,9095,19185,7
13923,9019,10157,19176,6
21854,9631,9542,19173,16
82574,9174,9997,19171,21
4,9518,9618,19136,20
57663,9280,9848,19128,22
39992,8877,10234,19111,14
109257,9063,10018,19081,27
11446,8611,10457,19068,10
96452,9994,9066,19060,4
59518,9159,9892,19051,8
34866,9946,9036,18982,41
106391,8660,10292,18952,3
15392,9437,9491,18928,26
71587,9373,9536,18909,16
37218,9379,9529,18908,31
75513,8746,10135,18881,28
84434,9101,9775,18876,39
17904,9668,9203,18871,11
48321,10082,8764,18846,5
9119,8566,10237,18803,14
19021,8625,10168,18793,45
25775,8632,10160,18792,45
105455,10003,8783,18786,3
27941,8912,9825,18737,25
67702,8861,9859,18720,24
20308,8997,9679,18676,34
96139,8399,10270,18669,20
15126,8034,10627,18661,23
12582,8461,10193,18654,14
112476,8465,10181,18646,15
7619,8551,10081,18632,14
7485,9368,9264,18632,4
92973,8859,9761,18620,17
28352,9684,8887,18571,5
113637,9031,9539,18570,3
20019,8774,9787,18561,26
42301,8421,10132,18553,17
17133,9222,9316,18538,17
10542,9269,9257,18526,37
55891,8655,9869,18524,23
55100,8992,9528,18520,17
117369,9208,9299,18507,11
87856,9197,9306,18503,40
52133,9735,8763,18498,9
116374,8606,9865,18471,16
94997,8966,9496,18462,32
28044,9135,9322,18457,21
96463,8597,9812,18409,13
89562,8245,10152,18397,6
93264,8267,10126,18393,14
117024,8496,9874,18370,18
12054,8287,10075,18362,5
78655,8482,9868,18350,27
104659,8947,9398,18345,18
49810,8955,9389,18344,46
95238,8752,9573,18325,17
33733,8736,9585,18321,2
45595,8354,9954,18308,11
108643,8569,9738,18307,24
13275,9069,9181,18250,46
120278,8973,9272,18245,14
7051,8549,9691,18240,16
77116,8734,9500,18234,39
61079,8245,9987,18232,7
107057,8676,9543,18219,18
116981,8481,9727,18208,28
42700,8924,9282,18206,15
74236,8634,9567,18201,21
112655,9576,8609,18185,6
37343,8180,10003,18183,17
6030,8609,9532,18141,18
77429,8881,9255,18136,22
39320,7551,10579,18130,35
10678,8532,9574,18106,22
45252,9084,9016,18100,6
10450,8507,9563,18070,19
88108,8130,9912,18042,21
89427,8368,9672,18040,11
63993,7970,10059,18029,17
65136,8688,9341,18029,17
19987,8259,9756,18015,9
43397,8673,9337,18010,27
77605,8980,8963,17943,26
104486,8103,9763,17866,19
94978,8599,9254,17853,15
64777,8090,9758,17848,17
58626,8924,8919,17843,30
74633,7853,9984,17837,18
50520,8710,9116,17826,10
86180,8655,9163,17818,45
8108,8893,8920,17813,20
116712,7813,9979,17792,20
106480,7780,9977,17757,25
23537,8331,9423,17754,13
9440,8247,9499,17746,19
99955,9132,8606,17738,20
79703,8159,9577,17736,42
89654,8737,8999,17736,24
17455,8022,9696,17718,34
95288,8376,9342,17718,16
32408,8360,9347,17707,46
55935,7794,9901,17695,10
27958,8027,9664,17691,38
44535,8224,9458,17682,19
114916,8250,9429,17679,10
109177,8275,9381,17656,16
99244,8730,8922,17652,17
114514,8414,9235,17649,22
58609,8453,9186,17639,36
117118,7665,9959,17624,31
52975,8394,9211,17605,39
120549,7888,9711,17599,28
105108,8799,8791,17590,45
94579,8740,8845,17585,20
56608,8129,9454,17583,13
44192,8020,9525,17545,29
60167,8653,8877,17530,47
31768,7763,9746,17509,21
1855,8202,9297,17499,14
21808,7876,9545,17421,15
121708,8495,8922,17417,32
119507,8213,9160,17373,32
83089,7988,9368,17356,24
15581,8070,9265,17335,17
27046,7710,9592,17302,16
7269,8748,8549,17297,3
32433,8396,8886,17282,19
86347,7770,9469,17239,8
6614,7936,9301,17237,13
97707,7926,9304,17230,17
27742,7834,9364,17198,43
18724,8202,8975,17177,19
103220,8343,8814,17157,9
33745,8356,8796,17152,40
30671,8165,8970,17135,10
26016,9251,7878,17129,3
101398,7358,9748,17106,12
3150,8249,8852,17101,22
69565,7664,9432,17096,14
119123,8252,8819,17071,22
108340,8227,8833,17060,21
9461,7963,9089,17052,13
108312,7787,9247,17034,4
97311,7993,9027,17020,24
11795,8413,8607,17020,4
47451,7834,9179,17013,11
100674,8134,8874,17008,13
106082,7801,9191,16992,10
78908,7843,9146,16989,15
76654,8097,8872,16969,4
113653,7780,9176,16956,12
11200,7659,9290,16949,20
13292,7619,9319,16938,17
68072,6848,10089,16937,7
34604,7285,9636,16921,6
109952,7695,9225,16920,26
18226,8004,8915,16919,24
121253,8750,8163,16913,6
20669,7449,9453,16902,69
21870,7713,9186,16899,4
31720,7889,9007,16896,39
64141,8293,8555,16848,11
67734,7543,9298,16841,16
29841,7475,9362,16837,33
40431,8368,8466,16834,38
75423,7770,9024,16794,25
114365,7862,8902,16764,34
41550,7783,8979,16762,21
52541,8023,8726,16749,53
74510,6890,9859,16749,20
121508,8236,8506,16742,63
26177,8068,8655,16723,22
27655,7497,9208,16705,15
105954,7618,9079,16697,9
115268,8213,8482,16695,25
26947,7312,9340,16652,11
6811,8145,8503,16648,11
98162,8217,8426,16643,27
79461,7195,9437,16632,12
59637,7180,9444,16624,14
88061,7600,9021,16621,3
80734,7817,8802,16619,3
9427,6851,9767,16618,41
120088,7843,8715,16558,1
116592,7603,8952,16555,28
26898,7353,9196,16549,17
90403,8063,8477,16540,11
104103,7781,8754,16535,14
