bank_key,sent_count,received_count,total_participations,laundering_participations
186,6,0,6,0
187,4,1,5,0
188,10,9,19,0
189,5,2,7,0
190,3,3,6,0
191,21,0,21,0
192,2,1,3,0
193,18,0,18,0
194,1,1,2,0
195,3,2,5,0
196,1,1,2,0
197,6,0,6,0
198,24,0,24,0
199,3,0,3,0
200,6,0,6,0
201,3,3,6,0
202,8,7,15,0
203,2,2,4,0
204,2,2,4,0
205,3,0,3,0
206,8,6,14,0
207,6,0,6,0
208,6,0,6,0
209,37,0,37,0
210,9,0,9,0
211,4,0,4,0
212,3,2,5,0
213,1,1,2,0
214,9,0,9,0
215,6,3,9,0
216,9,0,9,0
217,18,0,18,0
218,3,3,6,0
219,1,1,2,0
220,16,4,20,0
221,6,5,11,0
222,8,6,14,0
223,42,0,42,0
224,7,6,13,0
225,2,1,3,0
226,3,0,3,0
227,13199,12096,25295,32
228,15,0,15,0
229,7,5,12,0
230,2,2,4,0
231,4,4,8,0
232,5,4,9,0
233,27,0,27,0
234,34,0,34,0
235,8,0,8,0
236,3,0,3,0
237,1,1,2,0
238,3,0,3,0
239,3,0,3,0
240,7,0,7,0
241,1,1,2,0
242,3,0,3,0
243,2,1,3,0
244,616,1984,2600,1
245,27,0,27,0
246,6,4,10,0
247,12,0,12,0
248,6,0,6,0
249,39,0,39,0
250,12,10,22,0
251,4,4,8,0
252,3,0,3,0
253,6,6,12,0
254,18,0,18,0
255,30,0,30,0
256,6,0,6,0
257,13,8,21,0
258,3,0,3,0
259,1,1,2,0
260,18,3,21,0
261,25,0,25,0
262,1,0,1,0
263,2,2,4,0
264,3,3,6,0
265,3,3,6,0
266,9,0,9,0
267,18,0,18,0
268,12,0,12,0
269,11,6,17,0
270,3,0,3,0
271,12,0,12,0
272,6,0,6,0
273,4,3,7,0
274,20,0,20,0
275,7,0,7,0
276,1,1,2,0
277,1,1,2,0
278,5,4,9,0
279,17,14,31,0
280,21,0,21,0
281,54,3,57,0
282,138,697,835,0
283,1,0,1,0
284,39,0,39,0
285,10,0,10,0
286,2,2,4,0
287,5,4,9,0
288,16,0,16,0
289,4,4,8,0
290,3,2,5,0
291,4,0,4,0
292,2,2,4,0
293,6,5,11,0
294,36,3,39,0
295,10,0,10,0
296,9,0,9,0
297,1,1,2,0
298,1,1,2,0
299,1115,2468,3583,2
300,3,2,5,0
301,1,1,2,0
302,1,0,1,0
303,10,0,10,0
304,3,2,5,0
305,42,0,42,0
306,1,0,1,0
307,2795,5401,8196,3
308,24,0,24,0
309,24,0,24,0
310,1,1,2,0
311,24,0,24,0
312,6,5,11,0
313,1,1,2,0
314,1,1,2,0
315,18,0,18,0
316,1,1,2,0
317,12,0,12,0
318,2,2,4,0
319,8,6,14,0
320,7,0,7,0
321,4,3,7,0
322,9,0,9,0
323,13,0,13,0
324,4,3,7,0
325,9,0,9,0
326,16,13,29,0
327,5,3,8,0
328,11,10,21,0
329,1,0,1,0
330,127,0,127,0
331,2,2,4,0
332,12,0,12,0
333,23,0,23,0
334,9,3,12,0
335,6,0,6,0
336,12,0,12,0
337,6,0,6,0
338,13,0,13,0
339,18,0,18,0
340,7,5,12,0
341,7,5,12,0
342,12,0,12,0
343,3,0,3,0
344,10,7,17,0
345,6,0,6,0
346,1,1,2,0
347,4,4,8,0
348,6,0,6,0
349,3,0,3,0
350,4,3,7,0
351,78,0,78,0
352,9,0,9,0
353,4,4,8,0
354,7,0,7,0
355,12,0,12,0
356,3,2,5,0
357,3,3,6,0
358,3,0,3,0
359,24,0,24,0
360,6,0,6,0
361,9,0,9,0
362,15,0,15,0
363,2,2,4,0
364,4,4,8,0
365,12,0,12,0
366,1,0,1,0
367,16,0,16,0
368,6,0,6,0
369,4,0,4,0
370,1,1,2,0
371,2,1,3,0
372,15,0,15,0
373,604,1918,2522,0
374,6,4,10,0
375,15,0,15,0
376,5,4,9,0
377,3,0,3,0
378,7,6,13,0
379,19,0,19,0
380,24,0,24,0
381,3990,6265,10255,23
382,1,1,2,0
383,2,2,4,0
384,12,0,12,0
385,4,4,8,0
386,2,1,3,0
387,3,0,3,0
388,1,1,2,0
389,7,6,13,0
390,2,2,4,0
391,22,0,22,0
392,25,0,25,0
393,51,0,51,0
394,6,0,6,0
395,11,8,19,0
396,2,2,4,0
397,51,0,51,0
398,19,0,19,0
399,9,0,9,0
400,4,3,7,0
401,2,2,4,0
402,7,6,13,0
403,1,1,2,0
404,9,0,9,0
405,3,0,3,0
406,1,0,1,0
407,15,0,15,0
408,17,11,28,0
409,18,0,18,0
410,5,5,10,0
411,3,1,4,0
412,11,8,19,0
413,5,4,9,0
414,5,5,10,0
415,3,0,3,0
416,7,6,13,0
417,3,0,3,0
418,400,1824,2224,0
419,12,0,12,0
420,4502,7455,11957,11
421,1,0,1,0
422,3,2,5,0
423,2,2,4,0
424,3,2,5,0
425,9,0,9,0
426,2,1,3,0
427,17,0,17,0
428,7,5,12,0
429,22,3,25,0
430,32,0,32,0
431,1,0,1,0
432,3,0,3,0
433,12,0,12,0
434,3,2,5,0
435,7,6,13,0
436,1,1,2,0
437,30,0,30,0
438,15,0,15,0
439,21,0,21,0
440,8,8,16,0
441,4,4,8,0
442,3,0,3,0
443,2,2,4,0
444,9,0,9,0
445,1,1,2,0
446,6,0,6,0
447,25,0,25,0
448,12,0,12,0
449,4,4,8,0
450,1,1,2,0
451,12,0,12,0
452,52,522,574,0
453,9,0,9,0
454,4,4,8,0
455,1,1,2,0
456,1,1,2,0
457,45,0,45,0
458,2,1,3,0
459,1511,3422,4933,3
460,15,0,15,0
461,12,0,12,0
462,2291,4196,6487,5
463,26,0,26,0
464,15,0,15,0
465,21,3,24,0
466,5,4,9,0
467,9,0,9,0
468,9,8,17,0
469,12,0,12,0
470,103,0,103,0
471,2,1,3,0
472,3,0,3,0
473,24,0,24,0
474,2,1,3,0
475,15,0,15,0
476,7,6,13,0
477,3,3,6,0
478,2,2,4,0
479,1,1,2,0
480,6,6,12,0
481,6,0,6,0
482,6,5,11,0
483,18,0,18,0
484,16,0,16,0
485,5,4,9,0
486,1,1,2,0
487,51,0,51,0
488,12,0,12,0
489,4,4,8,0
490,16,0,16,0
491,1,1,2,0
492,3,0,3,0
493,15,0,15,0
494,12,0,12,0
495,12,0,12,0
496,5,5,10,0
497,2,2,4,0
498,12,0,12,0
499,15,13,28,0
500,16,0,16,0
501,36,0,36,0
502,18,0,18,0
503,3,0,3,0
504,6,0,6,0
505,6,3,9,0
506,6,0,6,0
507,114,581,695,0
508,6,0,6,0
509,6,0,6,0
510,12,0,12,0
511,396,1398,1794,0
512,8,0,8,0
513,12,0,12,0
514,12,8,20,0
515,3,3,6,0
516,5,5,10,0
517,2,2,4,0
518,15,0,15,0
519,39,0,39,0
520,233,1024,1257,0
521,4,0,4,0
522,6,0,6,0
523,2,2,4,0
524,15,0,15,0
525,5,3,8,0
526,4,3,7,0
527,12,0,12,0
528,1,1,2,0
529,8,7,15,0
530,6,4,10,0
531,3,3,6,0
532,2,2,4,0
533,1,1,2,0
534,10,9,19,0
535,4,0,4,0
536,3,0,3,0
537,1,0,1,0
538,7,2,9,0
539,5,4,9,0
540,4,3,7,0
541,13,11,24,0
542,1,1,2,0
543,1,1,2,0
544,1,1,2,0
545,1,1,2,0
546,9,9,18,0
547,3,0,3,0
548,67,0,67,0
549,3,1,4,0
550,11,8,19,0
551,15,0,15,0
552,12,0,12,0
553,1,0,1,0
554,2,2,4,0
555,30,0,30,0
556,24,0,24,0
557,2,1,3,0
558,1,1,2,0
559,36,0,36,0
560,6,0,6,0
561,3,3,6,0
562,21,0,21,0
563,9,7,16,0
564,1,0,1,0
565,1,1,2,0
566,29,0,29,0
567,15,10,25,0
568,2,1,3,0
569,27,0,27,0
570,6,0,6,0
571,2,2,4,0
572,21,0,21,0
573,72,0,72,0
574,4,0,4,0
575,1,0,1,0
576,16,0,16,0
577,25,0,25,0
578,11,11,22,0
579,3,0,3,0
580,3,3,6,0
581,6,5,11,0
582,99,718,817,1
583,8,7,15,0
584,7,5,12,0
585,3,0,3,0
586,9,0,9,0
587,12,9,21,0
588,18,0,18,0
589,27,0,27,0
590,3,3,6,0
591,10,0,10,0
592,4,3,7,0
593,1,0,1,0
594,1,1,2,0
595,7,6,13,0
596,3,0,3,0
597,8,7,15,0
598,6,0,6,0
599,4,0,4,0
600,9,0,9,0
601,12,11,23,0
602,18,0,18,0
603,426,1278,1704,0
604,5,4,9,0
605,6,6,12,0
606,5,4,9,0
607,1,1,2,0
608,18,0,18,0
609,31,0,31,0
610,36,0,36,0
611,24,3,27,0
612,33,0,33,0
613,6,0,6,0
614,7,3,10,0
615,8,5,13,0
616,1,0,1,0
617,12,0,12,0
618,60,0,60,0
619,2,2,4,0
620,35,0,35,0
621,1,1,2,0
622,4,4,8,0
623,9,0,9,0
624,9,0,9,0
625,4,4,8,0
626,6,0,6,0
627,3,0,3,0
628,58,0,58,0
629,9,0,9,0
630,12,0,12,0
631,20,0,20,0
632,32,0,32,0
633,48,0,48,0
634,6,0,6,0
635,12,6,18,0
636,3,0,3,0
637,3,0,3,0
638,12,0,12,0
639,2,2,4,0
640,18,0,18,0
641,1,1,2,0
642,2,2,4,0
643,3948,6995,10943,5
644,3,3,6,0
645,2,2,4,0
646,4,4,8,0
647,3,2,5,0
648,9,0,9,0
649,4,4,8,0
650,6,6,12,0
651,2636,4708,7344,4
652,6,0,6,0
653,3,0,3,0
654,13,12,25,0
655,3,0,3,0
656,5,4,9,0
657,16,0,16,0
658,6,4,10,0
659,18,0,18,0
660,9,7,16,0
661,3,0,3,0
662,2,2,4,0
663,4,0,4,0
664,3,2,5,0
665,24,0,24,0
666,5,3,8,0
667,6,0,6,0
668,13,9,22,0
669,7,7,14,0
670,6,0,6,0
671,1,0,1,0
672,9,0,9,0
673,3,2,5,0
674,39,0,39,0
675,3,2,5,0
676,2,2,4,0
677,3,3,6,0
678,9,0,9,0
679,532,1718,2250,3
680,6,0,6,0
681,12,0,12,0
682,1,1,2,0
683,12,0,12,0
684,3,0,3,0
685,54,3,57,0
686,9,0,9,0
687,1,1,2,0
688,4,0,4,0
689,2,2,4,0
690,1,1,2,0
691,1,0,1,0
692,1,1,2,0
693,8,6,14,0
694,6,5,11,0
695,4,0,4,0
696,9,0,9,0
697,50,0,50,0
698,14,10,24,0
699,1,1,2,0
700,8,0,8,0
701,2,2,4,0
702,2,1,3,0
703,12,0,12,0
704,3,0,3,0
705,4,3,7,0
706,1,1,2,0
707,1,0,1,0
708,3,1,4,0
709,2,2,4,0
710,6,0,6,0
711,1,1,2,0
712,2,2,4,0
713,6,0,6,0
714,3,2,5,0
715,5,3,8,0
716,1,1,2,0
717,12,0,12,0
718,3,0,3,0
719,11,9,20,0
720,24,0,24,0
721,29,0,29,0
722,709,2958,3667,1
723,2,1,3,0
724,2,2,4,0
725,1,1,2,0
726,4,4,8,0
727,3384,5382,8766,6
728,6,0,6,0
729,27,6,33,0
730,2,1,3,0
731,10,8,18,0
732,7,6,13,0
733,1,1,2,0
734,4,3,7,0
735,3,0,3,0
736,2,1,3,0
737,3,3,6,0
738,3,0,3,0
739,12,0,12,0
740,9,69,78,2
741,5,5,10,0
742,5,3,8,0
743,11,7,18,0
744,4,2,6,0
745,8,8,16,0
746,9,8,17,0
747,24,0,24,0
748,15,0,15,0
749,15,0,15,0
750,2,2,4,0
751,3,0,3,0
752,3,0,3,0
753,34,9,43,0
754,4,0,4,0
755,33,0,33,0
756,10,0,10,0
757,3,0,3,0
758,9,0,9,0
759,3,2,5,0
760,385,1678,2063,0
761,3,1,4,0
762,8,0,8,0
763,3,0,3,0
764,8,7,15,0
765,15,3,18,0
766,2,1,3,0
767,2,2,4,0
768,1,1,2,0
769,3,0,3,0
770,259,1144,1403,1
771,1,1,2,0
772,2,2,4,0
773,2,1,3,0
774,4,4,8,0
775,784,2375,3159,1
776,7,4,11,0
777,9,0,9,0
778,12,0,12,0
779,21,0,21,0
780,11,0,11,0
781,21,0,21,0
782,27,0,27,0
783,12,3,15,0
784,1,1,2,0
785,24,0,24,0
786,6,0,6,0
787,12,0,12,0
788,1,1,2,0
789,5,5,10,0
790,12,3,15,0
791,12,0,12,0
792,2571,4674,7245,1
793,3,3,6,0
794,24,0,24,0
795,51,0,51,0
796,15,0,15,0
797,3,2,5,0
798,24,0,24,0
799,4,0,4,0
800,5,5,10,0
801,2622,5016,7638,9
802,54,0,54,0
803,27,0,27,0
804,6,6,12,0
805,1,1,2,0
806,4,0,4,0
807,4,3,7,0
808,3,2,5,0
809,3,3,6,0
810,42,0,42,0
811,11,9,20,0
812,21,0,21,0
813,2,2,4,0
814,3,2,5,0
815,33,0,33,0
816,12,0,12,0
817,18,0,18,0
818,24,0,24,0
819,3,3,6,0
820,4,4,8,0
821,2,1,3,0
822,1,1,2,0
823,2,1,3,0
824,7,6,13,0
825,12,9,21,0
826,6,0,6,0
827,37,0,37,0
828,7,6,13,0
829,18,0,18,0
830,18,0,18,0
831,12,0,12,0
832,7,7,14,0
833,18,0,18,0
834,21,0,21,0
835,1,1,2,0
836,3,3,6,0
837,3,0,3,0
838,18,0,18,0
839,36,0,36,0
840,1,0,1,0
841,10,9,19,0
842,1,1,2,0
843,11,0,11,0
844,3,0,3,0
845,9,0,9,0
846,2,2,4,0
847,9,0,9,0
848,1,0,1,0
849,9,0,9,0
850,3,2,5,0
851,3,0,3,0
852,2,1,3,0
853,2,1,3,0
854,1,1,2,0
855,2,1,3,0
856,36,0,36,0
857,33,0,33,0
858,26796,18429,45225,78
859,1395,2959,4354,2
860,15,0,15,0
861,4,2,6,0
862,2,1,3,0
863,6,0,6,0
864,12,0,12,0
865,18,0,18,0
866,1,1,2,0
867,9,0,9,0
868,1,1,2,0
869,9,0,9,0
870,2355,4965,7320,2
871,2,1,3,0
872,21,0,21,0
873,4,0,4,0
874,1,1,2,0
875,3,0,3,0
876,3,0,3,0
877,12,0,12,0
878,1,1,2,0
879,9,0,9,0
880,12,0,12,0
881,7,6,13,0
882,6,0,6,0
883,4,2,6,0
884,12,0,12,0
885,130,793,923,0
886,5,4,9,0
887,16,0,16,0
888,12,0,12,0
889,4,2,6,0
890,23,0,23,0
891,39,0,39,0
892,3,3,6,0
893,3,2,5,0
894,12,0,12,0
895,27,0,27,0
896,4,4,8,0
897,1,0,1,0
898,9,0,9,0
899,21,0,21,0
900,51,0,51,0
901,3,0,3,0
902,6,0,6,0
903,9,0,9,0
904,5,4,9,0
905,12,0,12,0
906,6,0,6,0
907,27,0,27,0
908,4,0,4,0
909,2,2,4,0
910,1,1,2,0
911,15,0,15,0
912,12,0,12,0
913,7,0,7,0
914,2,1,3,0
915,2,1,3,0
916,5,4,9,0
917,6,0,6,0
918,11,10,21,0
919,3,0,3,0
920,2,1,3,0
921,24,0,24,0
922,4,3,7,0
923,27,0,27,0
924,8,5,13,0
925,3,0,3,0
926,63,0,63,0
927,30,6,36,0
928,1,1,2,0
929,5,4,9,0
930,30,0,30,0
931,5,4,9,0
932,978,3129,4107,2
933,74,0,74,0
934,12,0,12,0
935,2,2,4,0
936,8,0,8,0
937,18,0,18,0
938,4,0,4,0
939,1,1,2,0
940,81,3,84,0
941,9,0,9,0
942,4,0,4,0
943,45,0,45,0
944,3,2,5,0
945,1,0,1,0
946,3,0,3,0
947,5,4,9,0
948,12,0,12,0
949,6,0,6,0
950,7,6,13,0
951,1,0,1,0
952,15,0,15,0
953,1,0,1,0
954,42,0,42,0
955,4,0,4,0
956,24,0,24,0
957,4,2,6,0
958,2,1,3,0
959,18,14,32,0
960,1,1,2,0
961,18,0,18,0
962,30,0,30,0
963,49,0,49,0
964,2,1,3,0
965,5,4,9,0
966,3,0,3,0
967,9,0,9,0
968,1,1,2,0
969,9,0,9,0
970,1986,4016,6002,1
971,1,1,2,0
972,2,2,4,0
973,2,2,4,0
974,3,0,3,0
975,6,5,11,0
976,1,1,2,0
977,41,0,41,0
978,3,0,3,0
979,15,0,15,0
980,36,0,36,0
981,3,0,3,0
982,41,0,41,0
983,36,0,36,0
984,3,3,6,0
985,3,3,6,0
986,5,5,10,0
987,21,0,21,0
988,2,2,4,0
989,26,0,26,0
990,3,0,3,0
991,2,2,4,0
992,4,0,4,0
993,39,0,39,0
994,1,0,1,0
995,1349,2961,4310,2
996,6,3,9,0
997,6,0,6,0
998,12,0,12,0
999,22,0,22,0
1000,15,0,15,0
1001,17,13,30,0
1002,4,4,8,0
1003,2,1,3,0
1004,6,0,6,0
1005,4656,6262,10918,19
1006,3,0,3,0
1007,49,0,49,0
1008,6,0,6,0
1009,9,0,9,0
1010,8,0,8,0
1011,3,0,3,0
1012,487,2096,2583,4
1013,6,0,6,0
1014,21,0,21,0
1015,9,0,9,0
1016,8,8,16,0
1017,15,0,15,0
1018,13,10,23,0
1019,10,0,10,0
1020,26,0,26,0
1021,3,2,5,0
1022,7,6,13,0
1023,8,0,8,0
1024,9,0,9,0
1025,1,1,2,0
1026,4,3,7,0
1027,3,0,3,0
1028,12,0,12,0
1029,6,0,6,0
1030,25,0,25,0
1031,37,0,37,0
1032,18,0,18,0
1033,1,1,2,0
1034,12,0,12,0
1035,3,0,3,0
1036,3,0,3,0
1037,1,1,2,0
1038,7,5,12,0
1039,443,1785,2228,0
1040,6,5,11,0
1041,21,0,21,0
1042,12,3,15,0
1043,8,6,14,0
1044,15,0,15,0
1045,42,0,42,0
1046,18,0,18,0
1047,5,4,9,0
1048,1,1,2,0
1049,9,0,9,0
1050,33,0,33,0
1051,27,0,27,0
1052,4,1,5,0
1053,2,2,4,0
1054,2,2,4,0
1055,143,679,822,0
1056,3,3,6,0
1057,3,3,6,0
1058,3,3,6,0
1059,27,0,27,0
1060,5,4,9,0
1061,15,0,15,0
1062,32,0,32,0
1063,6,0,6,0
1064,36,0,36,0
1065,6,4,10,0
1066,2,2,4,0
1067,42,0,42,0
1068,4,0,4,0
1069,3,0,3,0
1070,18,6,24,0
1071,31,0,31,0
1072,4,4,8,0
1073,7,0,7,0
1074,1,1,2,0
1075,22,0,22,0
1076,21,0,21,0
1077,18,0,18,0
1078,6,5,11,0
1079,27,0,27,0
1080,81,0,81,0
1081,2,0,2,0
1082,1,1,2,0
1083,1,1,2,0
1084,17,0,17,0
1085,15,0,15,0
1086,2,1,3,0
1087,36,0,36,0
1088,3,0,3,0
1089,3,2,5,0
1090,611,1716,2327,1
1091,3,0,3,0
1092,10,9,19,0
1093,3,0,3,0
1094,6,0,6,0
1095,2,2,4,0
1096,12,0,12,0
1097,3,0,3,0
1098,1,0,1,0
1099,12,8,20,0
1100,6,0,6,0
1101,8,6,14,0
1102,3,0,3,0
1103,6,0,6,0
1104,1,1,2,0
1105,1,1,2,0
1106,1,1,2,0
1107,2,2,4,0
1108,46,0,46,0
1109,2,2,4,0
1110,30,0,30,0
1111,3,3,6,0
1112,6,0,6,0
1113,7,0,7,0
1114,1,1,2,0
1115,27,0,27,0
1116,42,0,42,0
1117,21,0,21,0
1118,16,0,16,0
1119,4,4,8,0
1120,28,514,542,1
1121,7,6,13,0
1122,13,10,23,0
1123,30,0,30,0
1124,63,0,63,0
1125,36,0,36,0
1126,3,0,3,0
1127,3,3,6,0
1128,18,0,18,0
1129,3,0,3,0
1130,36,0,36,0
1131,7220,7397,14617,13
1132,8,5,13,0
1133,3,2,5,0
1134,3,0,3,0
1135,6,0,6,0
1136,6,0,6,0
1137,9,3,12,0
1138,12,0,12,0
1139,5,3,8,0
1140,1,1,2,0
1141,2,1,3,0
1142,21,0,21,0
1143,13,98,111,0
1144,4,4,8,0
1145,28,0,28,0
1146,16,0,16,0
1147,5,4,9,0
1148,8,0,8,0
1149,48,0,48,0
1150,30,0,30,0
1151,3,0,3,0
1152,2097,4012,6109,4
1153,3,0,3,0
1154,8,0,8,0
1155,1,1,2,0
1156,4,4,8,0
1157,12,0,12,0
1158,3,0,3,0
1159,2,1,3,0
1160,9,6,15,0
1161,3,0,3,0
1162,12,0,12,0
1163,4,2,6,0
1164,10,7,17,0
1165,42,3,45,0
1166,6,0,6,0
1167,14,3,17,0
1168,1,1,2,0
1169,1,1,2,0
1170,5,5,10,0
1171,12,0,12,0
1172,21,0,21,0
1173,2,2,4,0
1174,3,0,3,0
1175,11,10,21,0
1176,5,5,10,0
1177,2,2,4,0
1178,6,0,6,0
1179,13,0,13,0
1180,15,3,18,0
1181,3,0,3,0
1182,12,0,12,0
1183,10,7,17,0
1184,2,1,3,0
1185,2,2,4,0
1186,15,0,15,0
1187,3,0,3,0
1188,1,1,2,0
1189,3,2,5,0
1190,5,4,9,0
1191,2,2,4,0
1192,12,0,12,0
1193,4,4,8,0
1194,21,0,21,0
1195,4,3,7,0
1196,3,3,6,0
1197,12,0,12,0
1198,4,4,8,0
1199,15,0,15,0
1200,2,1,3,0
1201,8,5,13,0
1202,9,6,15,0
1203,9,0,9,0
1204,30,0,30,0
1205,24,0,24,0
1206,6,5,11,0
1207,1,1,2,0
1208,1,0,1,0
1209,4,4,8,0
1210,24,0,24,0
1211,12,0,12,0
1212,30,0,30,0
1213,32004,17440,49444,96
1214,18,0,18,0
1215,36,0,36,0
1216,6,0,6,0
1217,2,2,4,0
1218,36,0,36,0
1219,20,0,20,0
1220,3,1,4,0
1221,3,3,6,0
1222,3,0,3,0
1223,3,1,4,0
1224,18,0,18,0
1225,7,0,7,0
1226,9,7,16,0
1227,6,0,6,0
1228,78,0,78,0
1229,5,3,8,0
1230,15,0,15,0
1231,21,0,21,0
1232,1,1,2,0
1233,85,0,85,0
1234,483,1729,2212,2
1235,4,4,8,0
1236,2,2,4,0
1237,21,0,21,0
1238,5,2,7,0
1239,3,0,3,0
1240,21,0,21,0
1241,1,1,2,0
1242,4,0,4,0
1243,39,0,39,0
1244,7,6,13,0
1245,4,4,8,0
1246,4,0,4,0
1247,12,0,12,0
1248,14,11,25,0
1249,6,4,10,0
1250,2,1,3,0
1251,15,0,15,0
1252,4,3,7,0
1253,37,0,37,0
1254,1,1,2,0
1255,1,0,1,0
1256,115,936,1051,0
1257,36,0,36,0
1258,6,0,6,0
1259,3,2,5,0
1260,15,3,18,0
1261,9,0,9,0
1262,15,0,15,0
1263,15,0,15,0
1264,57,0,57,0
1265,2,2,4,0
1266,5369,7601,12970,17
1267,6,3,9,0
1268,6,5,11,0
1269,4,4,8,0
1270,4,4,8,0
1271,4,2,6,0
1272,12,0,12,0
1273,7,0,7,0
1274,4,3,7,0
1275,1,0,1,0
1276,1,1,2,0
1277,30,0,30,0
1278,47,601,648,0
1279,2,2,4,0
1280,5,4,9,0
1281,10,8,18,0
1282,4,4,8,0
1283,5,2,7,0
1284,7,4,11,0
1285,12,0,12,0
1286,6,0,6,0
1287,5,5,10,0
1288,30,3,33,0
1289,10,3,13,0
1290,6,5,11,0
1291,8,6,14,0
1292,7,2,9,0
1293,5,5,10,0
1294,4,0,4,0
1295,18,0,18,0
1296,21,0,21,0
1297,18,0,18,0
1298,48,0,48,0
1299,3,3,6,0
1300,3,0,3,0
1301,1,1,2,0
1302,83,366,449,0
1303,3,2,5,0
1304,8,0,8,0
1305,8,6,14,0
1306,3,0,3,0
1307,12,0,12,0
1308,6,0,6,0
1309,4,1,5,0
1310,6752,7870,14622,1
1311,5,5,10,0
1312,2,1,3,0
1313,5,3,8,0
1314,3,2,5,0
1315,6,0,6,0
1316,12,10,22,0
1317,1,1,2,0
1318,4,3,7,0
1319,4,0,4,0
1320,3,3,6,0
1321,2,1,3,0
1322,3,0,3,0
1323,11,0,11,0
1324,7,6,13,0
1325,3,3,6,0
1326,18,0,18,0
1327,9,8,17,0
1328,7,0,7,0
1329,1,1,2,0
1330,12,0,12,0
1331,36,0,36,0
1332,9,0,9,0
1333,8,6,14,0
1334,10216,10619,20835,17
1335,3,0,3,0
1336,7414,8287,15701,17
1337,39,0,39,0
1338,9,0,9,0
1339,4,3,7,0
1340,4,0,4,0
1341,9,0,9,0
1342,9,0,9,0
1343,8,4,12,0
1344,6,0,6,0
1345,54,630,684,0
1346,6,6,12,0
1347,6,4,10,0
